problemType,algorithmType,numberOfStepRepetitions,problemSize,lambda,beginFitness,endFitness,probabilityEnumerationStrategy,fitness,bestProbability,optimizationTime
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,72,0.7999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,72,0.8999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,71,0.1,21586.361669012273
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,71,0.2,21590.669539433024
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,71,0.30000000000000004,21621.875762357144
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,71,0.4,22039.44648873332
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,71,0.5,29918.485299856286
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,71,0.6,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,71,0.7,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,71,0.7999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,71,0.8999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,70,0.1,21587.03718019546
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,70,0.2,21590.261533663666
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,70,0.30000000000000004,21609.642206484354
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,70,0.4,21798.268786890305
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,70,0.5,26131.463798745648
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,70,0.6,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,70,0.7,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,70,0.7999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,70,0.8999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,69,0.1,21587.64182530726
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,69,0.2,21589.96549231867
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,69,0.30000000000000004,21602.105618019123
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,69,0.4,21691.256009891847
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,69,0.5,23372.318274284462
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,69,0.6,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,69,0.7,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,69,0.7999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,69,0.8999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,68,0.1,21588.17552087534
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,68,0.2,21589.87262954107
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,68,0.30000000000000004,21597.63078106515
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,68,0.4,21646.696158992418
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,68,0.5,22281.641860017728
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,68,0.6,46587.64182526067
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,68,0.7,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,68,0.7999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,68,0.8999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,67,0.1,21588.65369237395
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,67,0.2,21589.910152174194
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,67,0.30000000000000004,21594.934663540782
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,67,0.4,21623.16233397867
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,67,0.5,21896.37442838286
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,67,0.6,27838.042096974794
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,67,0.7,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,67,0.7999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,67,0.8999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,66,0.1,21589.10216811618
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,66,0.2,21589.987469104377
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,66,0.30000000000000004,21593.354884368087
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,66,0.4,21609.4622171023
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,66,0.5,21715.722897415122
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,66,0.6,25754.718278325836
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,66,0.7,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,66,0.7999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,66,0.8999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,65,0.1,21589.50183142246
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,65,0.2,21590.163761960433
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,65,0.30000000000000004,21592.413881847307
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,65,0.4,21601.504764270874
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,65,0.5,21661.5765498097
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,65,0.6,22273.713157443934
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,65,0.7,46589.102168069585
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,65,0.7999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,65,0.8999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,64,0.1,21589.86817590396
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,64,0.2,21590.355874265366
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,64,0.30000000000000004,21591.865076891074
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,64,0.4,21597.24373318843
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,64,0.5,21624.41035260499
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,64,0.6,21951.44935273947
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,64,0.7,31589.332203616235
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,64,0.7999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,64,0.8999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,63,0.1,21590.206604683037
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,63,0.2,21590.544627383977
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,63,0.30000000000000004,21591.578038002142
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,63,0.4,21594.760854054464
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,63,0.5,21608.865143833093
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,63,0.6,21711.502628256
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,63,0.7,23862.420651697357
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,63,0.7999999999999999,71589.86817583237
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,63,0.8999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,62,0.1,21590.52472791539
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,62,0.2,21590.747379471264
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,62,0.30000000000000004,21591.482177351878
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,62,0.4,21593.436464344828
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,62,0.5,21600.5336177545
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,62,0.6,21644.533492024162
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,62,0.7,22314.63938766147
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,62,0.7999999999999999,71590.20660461143
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,62,0.8999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,61,0.1,21590.82432731228
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,61,0.2,21590.939561612453
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,61,0.30000000000000004,21591.43923550866
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,61,0.4,21592.69443096581
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,61,0.5,21596.49825142752
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,61,0.6,21615.23369415474
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,61,0.7,21814.489923452325
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,61,0.7999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,61,0.8999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,60,0.1,21591.10101152378
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,60,0.2,21591.138326226606
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,60,0.30000000000000004,21591.496290745712
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,60,0.4,21592.310500677784
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,60,0.5,21594.403977228285
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,60,0.6,21602.921921466652
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,60,0.7,21670.933910169908
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,60,0.7999999999999999,24715.72954476204
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,60,0.8999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,59,0.1,21591.360668873785
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,59,0.2,21591.334296061545
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,59,0.30000000000000004,21591.575919787174
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,59,0.4,21592.106048368703
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,59,0.5,21593.33683761691
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,59,0.6,21597.154565353485
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,59,0.7,21620.3266322054
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,59,0.7999999999999999,22049.64221201269
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,59,0.8999999999999999,1.7976931348623157E308
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,58,0.1,21591.607021881893
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,58,0.2,21591.526754764454
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,58,0.30000000000000004,21591.68181893662
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,58,0.4,21592.030036519012
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,58,0.5,21592.737023642647
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,58,0.6,21594.63892075565
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,58,0.7,21603.121497017357
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,58,0.7999999999999999,21724.844255578097
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,58,0.8999999999999999,46591.21765374607
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,57,0.1,21591.836696483893
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,57,0.2,21591.702305475334
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,57,0.30000000000000004,21591.78628356408
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,57,0.4,21592.025880313493
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,57,0.5,21592.470016319738
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,57,0.6,21593.44903864861
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,57,0.7,21596.781110616972
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,57,0.7999999999999999,21625.22514483704
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,57,0.8999999999999999,27841.414893986544
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,56,0.1,21592.038999067085
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,56,0.2,21591.867910445842
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,56,0.30000000000000004,21591.883224729943
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,56,0.4,21592.04908143712
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,56,0.5,21592.33997444011
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,56,0.6,21592.882198090345
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,56,0.7,21594.31162171812
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,56,0.7999999999999999,21602.48011428152
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,56,0.8999999999999999,22159.814680498755
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,55,0.1,21592.232550656638
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,55,0.2,21592.019354996744
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,55,0.30000000000000004,21591.992291563343
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,55,0.4,21592.08808139549
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,55,0.5,21592.288685461648
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,55,0.6,21592.62044101353
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,55,0.7,21593.29680177638
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,55,0.7999999999999999,21595.82636490278
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,55,0.8999999999999999,21655.570368144407
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,54,0.1,21592.401664094334
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,54,0.2,21592.16569510751
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,54,0.30000000000000004,21592.094217741116
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,54,0.4,21592.141242539703
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,54,0.5,21592.270493142216
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,54,0.6,21592.501792406518
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,54,0.7,21592.869032720348
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,54,0.7999999999999999,21593.762393638
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,54,0.8999999999999999,21603.424485755437
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,53,0.1,21592.556497406564
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,53,0.2,21592.29361637457
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,53,0.30000000000000004,21592.18606346624
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,53,0.4,21592.180650244263
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,53,0.5,21592.269649292375
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,53,0.6,21592.438362611447
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,53,0.7,21592.682650156497
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,53,0.7999999999999999,21593.0865459025
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,53,0.8999999999999999,21595.010075446015
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,52,0.1,21592.696475193836
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,52,0.2,21592.418675500725
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,52,0.30000000000000004,21592.270685496096
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,52,0.4,21592.223018892993
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,52,0.5,21592.26292240911
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,52,0.6,21592.38991397232
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,52,0.7,21592.587126789465
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,52,0.7999999999999999,21592.847743464572
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,52,0.8999999999999999,21593.362660982406
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,51,0.1,21592.81712929458
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,51,0.2,21592.535650580292
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,51,0.30000000000000004,21592.35199923398
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,51,0.4,21592.264422627293
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,51,0.5,21592.269888504674
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,51,0.6,21592.347946936432
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,51,0.7,21592.5107529206
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,51,0.7999999999999999,21592.73418811523
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,51,0.8999999999999999,21593.026862319177
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,50,0.1,21592.923591098923
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,50,0.2,21592.63903345129
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,50,0.30000000000000004,21592.43258385752
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,50,0.4,21592.30631377013
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,50,0.5,21592.269508639318
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,50,0.6,21592.30223083783
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,50,0.7,21592.436733962706
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,50,0.7999999999999999,21592.640518267144
ONE_MAX,OnePlusLambda,50000,100,16,50,100,IterativeStrategy,50,0.8999999999999999,21592.922297668738
